order,type,orderNumber
Pork Tenderloin,Meat,44584
Cantina Pinot Bianco,Wine,44584
Steamed Seasonal Veg,Side,44599
Roast Chicken,Meat,44599
Duckhorn Chardonnay,Wine,44599
Steamed Seasonal Veg,Side,44604
Pork Tenderloin,Meat,44604
Cantina Pinot Bianco,Wine,44604
Steamed Seasonal Veg,Side,44610
Filet Mignon,Meat,44610
Blackstone Merlot,Wine,44610
Steamed Seasonal Veg,Side,44627
Pork Tenderloin,Meat,44627
Cantina Pinot Bianco,Wine,44627
Steamed Seasonal Veg,Side,44627
Duck,Meat,44627
Blackstone Merlot,Wine,44627
Steamed Seasonal Veg,Side,44633
Pork Tenderloin,Meat,44633
Cantina Pinot Bianco,Wine,44633
Steamed Seasonal Veg,Side,44670
Filet Mignon,Meat,44670
Blackstone Merlot,Wine,44670
Steamed Seasonal Veg,Side,44676
Pork Tenderloin,Meat,44676
Cantina Pinot Bianco,Wine,44676
Mashed Potatoes,Side,44717
Pork Tenderloin,Meat,44717
Cantina Pinot Bianco,Wine,44717
Mashed Potatoes,Side,44726
Duck,Meat,44726
Cantina Pinot Bianco,Wine,44726
Mashed Potatoes,Side,44745
Pork Tenderloin,Meat,44745
Cantina Pinot Bianco,Wine,44745
Mashed Potatoes,Side,44746
Duck,Meat,44746
Cantina Pinot Bianco,Wine,44746
Mashed Potatoes,Side,44772
Pork Tenderloin,Meat,44772
Cantina Pinot Bianco,Wine,44772
Mashed Potatoes,Side,44793
Pork Tenderloin,Meat,44793
Cantina Pinot Bianco,Wine,44793
Mashed Potatoes,Side,44808
Pork Tenderloin,Meat,44808
Cantina Pinot Bianco,Wine,44808
Mashed Potatoes,Side,44810
Duck,Meat,44810
Meiomi Pinot Noir,Wine,44810
Caesar Salad,Side,44840
Duck,Meat,44840
Duckhorn Chardonnay,Wine,44840
Caesar Salad,Side,44849
Filet Mignon,Meat,44849
Blackstone Merlot,Wine,44849
Caesar Salad,Side,44870
Pork Tenderloin,Meat,44870
Cantina Pinot Bianco,Wine,44870
Caesar Salad,Side,44885
Duck,Meat,44885
Duckhorn Chardonnay,Wine,44885
Caesar Salad,Side,44902
Duck,Meat,44902
Duckhorn Chardonnay,Wine,44902
Caesar Salad,Side,44908
Pork Tenderloin,Meat,44908
Cantina Pinot Bianco,Wine,44908
Caesar Salad,Side,44915
Pork Tenderloin,Meat,44915
Cantina Pinot Bianco,Wine,44915
Roasted Root Veg,Side,44926
Filet Mignon,Meat,44926
Blackstone Merlot,Wine,44926
Roasted Root Veg,Side,44937
Pork Tenderloin,Meat,44937
Cantina Pinot Bianco,Wine,44937
Roasted Root Veg,Side,44967
Filet Mignon,Meat,44967
Blackstone Merlot,Wine,44967
Roasted Root Veg,Side,44973
Pork Tenderloin,Meat,44973
Cantina Pinot Bianco,Wine,44973
Roasted Root Veg,Side,44990
Pork Tenderloin,Meat,44990
Cantina Pinot Bianco,Wine,44990
Roasted Root Veg,Side,45031
Pork Tenderloin,Meat,45031
Cantina Pinot Bianco,Wine,45031
Roasted Root Veg,Side,45055
Pork Tenderloin,Meat,45055
Cantina Pinot Bianco,Wine,45055
Roasted Root Veg,Side,45057
Pork Tenderloin,Meat,45057
Cantina Pinot Bianco,Wine,45057
Roasted Root Veg,Side,45063
Pork Tenderloin,Meat,45063
Cantina Pinot Bianco,Wine,45063
Roasted Root Veg,Side,45095
Filet Mignon,Meat,45095
Blackstone Merlot,Wine,45095
Roasted Root Veg,Side,45103
Pork Tenderloin,Meat,45103
Cantina Pinot Bianco,Wine,45103
Baked Beans,Side,45143
Duck,Meat,45143
Blackstone Merlot,Wine,45143
Baked Beans,Side,45147
Pork Tenderloin,Meat,45147
Cantina Pinot Bianco,Wine,45147
Baked Beans,Side,45148
Pork Tenderloin,Meat,45148
Cantina Pinot Bianco,Wine,45148
Baked Beans,Side,45149
Roast Chicken,Meat,45149
Cantina Pinot Bianco,Wine,45149
Baked Beans,Side,45158
Roast Chicken,Meat,45158
Duckhorn Chardonnay,Wine,45158
Baked Beans,Side,45162
Duck,Meat,45162
Duckhorn Chardonnay,Wine,45162
Baked Beans,Side,45181
Pork Tenderloin,Meat,45181
Cantina Pinot Bianco,Wine,45181
Baked Beans,Side,45197
Roast Chicken,Meat,45197
Meiomi Pinot Noir,Wine,45197
Risotto,Side,45233
Filet Mignon,Meat,45233
Blackstone Merlot,Wine,45233
Risotto,Side,45240
Pork Tenderloin,Meat,45240
Cantina Pinot Bianco,Wine,45240
Risotto,Side,45267
Pork Tenderloin,Meat,45267
Cantina Pinot Bianco,Wine,45267
Risotto,Side,45267
Pork Tenderloin,Meat,45267
Cantina Pinot Bianco,Wine,45267
Risotto,Side,45269
Filet Mignon,Meat,45269
Meiomi Pinot Noir,Wine,45269
Risotto,Side,45278
Filet Mignon,Meat,45278
Meiomi Pinot Noir,Wine,45278
Risotto,Side,45281
Roast Chicken,Meat,45281
Duckhorn Chardonnay,Wine,45281
Risotto,Side,45286
Pork Tenderloin,Meat,45286
Cantina Pinot Bianco,Wine,45286
Steamed Seasonal Veg,Side,45332
Roast Chicken,Meat,45332
Duckhorn Chardonnay,Wine,45332
Steamed Seasonal Veg,Side,45336
Roast Chicken,Meat,45336
Duckhorn Chardonnay,Wine,45336
Steamed Seasonal Veg,Side,45337
Pork Tenderloin,Meat,45337
Cantina Pinot Bianco,Wine,45337
Steamed Seasonal Veg,Side,45346
Pork Tenderloin,Meat,45346
Cantina Pinot Bianco,Wine,45346
Steamed Seasonal Veg,Side,45348
Roast Chicken,Meat,45348
Duckhorn Chardonnay,Wine,45348
Steamed Seasonal Veg,Side,45360
Pork Tenderloin,Meat,45360
Cantina Pinot Bianco,Wine,45360
Steamed Seasonal Veg,Side,45370
Roast Chicken,Meat,45370
Meiomi Pinot Noir,Wine,45370
Steamed Seasonal Veg,Side,45373
Pork Tenderloin,Meat,45373
Cantina Pinot Bianco,Wine,45373
Steamed Seasonal Veg,Side,45382
Roast Chicken,Meat,45382
Duckhorn Chardonnay,Wine,45382
Steamed Seasonal Veg,Side,45409
Pork Tenderloin,Meat,45409
Cantina Pinot Bianco,Wine,45409
Steamed Seasonal Veg,Side,45414
Roast Chicken,Meat,45414
Duckhorn Chardonnay,Wine,45414
Steamed Seasonal Veg,Side,45438
Roast Chicken,Meat,45438
Duckhorn Chardonnay,Wine,45438
Steamed Seasonal Veg,Side,45455
Duck,Meat,45455
Duckhorn Chardonnay,Wine,45455
Steamed Seasonal Veg,Side,45458
Pork Tenderloin,Meat,45458
Cantina Pinot Bianco,Wine,45458
Steamed Seasonal Veg,Side,45466
Filet Mignon,Meat,45466
Duckhorn Chardonnay,Wine,45466
Steamed Seasonal Veg,Side,45499
Filet Mignon,Meat,45499
Blackstone Merlot,Wine,45499
Mashed Potatoes,Side,45531
Pork Tenderloin,Meat,45531
Cantina Pinot Bianco,Wine,45531
Mashed Potatoes,Side,45538
Pork Tenderloin,Meat,45538
Cantina Pinot Bianco,Wine,45538
Mashed Potatoes,Side,45542
Duck,Meat,45542
Duckhorn Chardonnay,Wine,45542
Mashed Potatoes,Side,45566
Pork Tenderloin,Meat,45566
Cantina Pinot Bianco,Wine,45566
Mashed Potatoes,Side,45579
Pork Tenderloin,Meat,45579
Blackstone Merlot,Wine,45579
Mashed Potatoes,Side,45599
Pork Tenderloin,Meat,45599
Cantina Pinot Bianco,Wine,45599
Mashed Potatoes,Side,45601
Pork Tenderloin,Meat,45601
Cantina Pinot Bianco,Wine,45601
Mashed Potatoes,Side,45611
Duck,Meat,45611
Duckhorn Chardonnay,Wine,45611
Mashed Potatoes,Side,45616
Roast Chicken,Meat,45616
Duckhorn Chardonnay,Wine,45616
Mashed Potatoes,Side,45625
Duck,Meat,45625
Duckhorn Chardonnay,Wine,45625
Mashed Potatoes,Side,45629
Duck,Meat,45629
Blackstone Merlot,Wine,45629
Caesar Salad,Side,45653
Roast Chicken,Meat,45653
Duckhorn Chardonnay,Wine,45653
Caesar Salad,Side,45659
Pork Tenderloin,Meat,45659
Cantina Pinot Bianco,Wine,45659
Caesar Salad,Side,45660
Pork Tenderloin,Meat,45660
Cantina Pinot Bianco,Wine,45660
Caesar Salad,Side,45673
Pork Tenderloin,Meat,45673
Cantina Pinot Bianco,Wine,45673
Caesar Salad,Side,45714
Pork Tenderloin,Meat,45714
Cantina Pinot Bianco,Wine,45714
Caesar Salad,Side,45726
Pork Tenderloin,Meat,45726
Cantina Pinot Bianco,Wine,45726
Roasted Root Veg,Side,45747
Roast Chicken,Meat,45747
Duckhorn Chardonnay,Wine,45747
Roasted Root Veg,Side,45750
Duck,Meat,45750
Duckhorn Chardonnay,Wine,45750
Roasted Root Veg,Side,45757
Duck,Meat,45757
Duckhorn Chardonnay,Wine,45757
Roasted Root Veg,Side,45795
Duck,Meat,45795
Duckhorn Chardonnay,Wine,45795
Roasted Root Veg,Side,45796
Pork Tenderloin,Meat,45796
Cantina Pinot Bianco,Wine,45796
Roasted Root Veg,Side,45800
Pork Tenderloin,Meat,45800
Cantina Pinot Bianco,Wine,45800
Roasted Root Veg,Side,45816
Pork Tenderloin,Meat,45816
Cantina Pinot Bianco,Wine,45816
Roasted Root Veg,Side,45819
Pork Tenderloin,Meat,45819
Cantina Pinot Bianco,Wine,45819
Roasted Root Veg,Side,45822
Filet Mignon,Meat,45822
Blackstone Merlot,Wine,45822
Roasted Root Veg,Side,45824
Pork Tenderloin,Meat,45824
Cantina Pinot Bianco,Wine,45824
Roasted Root Veg,Side,45829
Duck,Meat,45829
Duckhorn Chardonnay,Wine,45829
Roasted Root Veg,Side,45836
Pork Tenderloin,Meat,45836
Cantina Pinot Bianco,Wine,45836
Roasted Root Veg,Side,45842
Roast Chicken,Meat,45842
Cantina Pinot Bianco,Wine,45842
Roasted Root Veg,Side,45891
Filet Mignon,Meat,45891
Blackstone Merlot,Wine,45891
Roasted Root Veg,Side,45929
Roast Chicken,Meat,45929
Duckhorn Chardonnay,Wine,45929
Baked Beans,Side,45969
Pork Tenderloin,Meat,45969
Cantina Pinot Bianco,Wine,45969
Baked Beans,Side,45971
Roast Chicken,Meat,45971
Blackstone Merlot,Wine,45971
Baked Beans,Side,45980
Roast Chicken,Meat,45980
Duckhorn Chardonnay,Wine,45980
Baked Beans,Side,45995
Roast Chicken,Meat,45995
Duckhorn Chardonnay,Wine,45995
Baked Beans,Side,45997
Pork Tenderloin,Meat,45997
Cantina Pinot Bianco,Wine,45997
Baked Beans,Side,46000
Roast Chicken,Meat,46000
Meiomi Pinot Noir,Wine,46000
Baked Beans,Side,46011
Pork Tenderloin,Meat,46011
Cantina Pinot Bianco,Wine,46011
Baked Beans,Side,46012
Duck,Meat,46012
Duckhorn Chardonnay,Wine,46012
Risotto,Side,46057
Roast Chicken,Meat,46057
Duckhorn Chardonnay,Wine,46057
Risotto,Side,46061
Pork Tenderloin,Meat,46061
Blackstone Merlot,Wine,46061
Risotto,Side,46074
Pork Tenderloin,Meat,46074
Cantina Pinot Bianco,Wine,46074
Risotto,Side,46080
Pork Tenderloin,Meat,46080
Cantina Pinot Bianco,Wine,46080
Risotto,Side,46084
Pork Tenderloin,Meat,46084
Cantina Pinot Bianco,Wine,46084
Risotto,Side,46091
Pork Tenderloin,Meat,46091
Cantina Pinot Bianco,Wine,46091
Risotto,Side,46132
Duck,Meat,46132
Duckhorn Chardonnay,Wine,46132
Risotto,Side,46137
Roast Chicken,Meat,46137
Meiomi Pinot Noir,Wine,46137
Steamed Seasonal Veg,Side,46172
Duck,Meat,46172
Duckhorn Chardonnay,Wine,46172
Steamed Seasonal Veg,Side,46178
Pork Tenderloin,Meat,46178
Cantina Pinot Bianco,Wine,46178
Steamed Seasonal Veg,Side,46183
Pork Tenderloin,Meat,46183
Cantina Pinot Bianco,Wine,46183
Steamed Seasonal Veg,Side,46191
Filet Mignon,Meat,46191
Cantina Pinot Bianco,Wine,46191
Steamed Seasonal Veg,Side,46218
Filet Mignon,Meat,46218
Blackstone Merlot,Wine,46218
Steamed Seasonal Veg,Side,46222
Filet Mignon,Meat,46222
Blackstone Merlot,Wine,46222
Steamed Seasonal Veg,Side,46257
Pork Tenderloin,Meat,46257
Cantina Pinot Bianco,Wine,46257
Steamed Seasonal Veg,Side,46259
Pork Tenderloin,Meat,46259
Cantina Pinot Bianco,Wine,46259
Steamed Seasonal Veg,Side,46276
Pork Tenderloin,Meat,46276
Cantina Pinot Bianco,Wine,46276
Steamed Seasonal Veg,Side,46279
Roast Chicken,Meat,46279
Duckhorn Chardonnay,Wine,46279
Steamed Seasonal Veg,Side,46285
Pork Tenderloin,Meat,46285
Duckhorn Chardonnay,Wine,46285
Steamed Seasonal Veg,Side,46295
Pork Tenderloin,Meat,46295
Cantina Pinot Bianco,Wine,46295
Steamed Seasonal Veg,Side,46325
Roast Chicken,Meat,46325
Duckhorn Chardonnay,Wine,46325
Steamed Seasonal Veg,Side,46327
Pork Tenderloin,Meat,46327
Cantina Pinot Bianco,Wine,46327
Steamed Seasonal Veg,Side,46335
Pork Tenderloin,Meat,46335
Blackstone Merlot,Wine,46335
Mashed Potatoes,Side,46349
Duck,Meat,46349
Meiomi Pinot Noir,Wine,46349
Mashed Potatoes,Side,46362
Duck,Meat,46362
Duckhorn Chardonnay,Wine,46362
Mashed Potatoes,Side,46365
Pork Tenderloin,Meat,46365
Cantina Pinot Bianco,Wine,46365
Mashed Potatoes,Side,46370
Pork Tenderloin,Meat,46370
Cantina Pinot Bianco,Wine,46370
Mashed Potatoes,Side,46383
Filet Mignon,Meat,46383
Blackstone Merlot,Wine,46383
Mashed Potatoes,Side,46413
Pork Tenderloin,Meat,46413
Cantina Pinot Bianco,Wine,46413
Mashed Potatoes,Side,46427
Pork Tenderloin,Meat,46427
Blackstone Merlot,Wine,46427
Mashed Potatoes,Side,46439
Pork Tenderloin,Meat,46439
Cantina Pinot Bianco,Wine,46439
Caesar Salad,Side,46456
Pork Tenderloin,Meat,46456
Cantina Pinot Bianco,Wine,46456
Caesar Salad,Side,46462
Duck,Meat,46462
Duckhorn Chardonnay,Wine,46462
Caesar Salad,Side,46463
Roast Chicken,Meat,46463
Duckhorn Chardonnay,Wine,46463
Caesar Salad,Side,46469
Filet Mignon,Meat,46469
Blackstone Merlot,Wine,46469
Caesar Salad,Side,46478
Duck,Meat,46478
Duckhorn Chardonnay,Wine,46478
Caesar Salad,Side,46485
Pork Tenderloin,Meat,46485
Cantina Pinot Bianco,Wine,46485
Caesar Salad,Side,46499
Pork Tenderloin,Meat,46499
Cantina Pinot Bianco,Wine,46499
Caesar Salad,Side,46501
Pork Tenderloin,Meat,46501
Cantina Pinot Bianco,Wine,46501
Caesar Salad,Side,46509
Pork Tenderloin,Meat,46509
Cantina Pinot Bianco,Wine,46509
Caesar Salad,Side,46515
Pork Tenderloin,Meat,46515
Cantina Pinot Bianco,Wine,46515
Caesar Salad,Side,46516
Pork Tenderloin,Meat,46516
Cantina Pinot Bianco,Wine,46516
Caesar Salad,Side,46518
Pork Tenderloin,Meat,46518
Cantina Pinot Bianco,Wine,46518
Caesar Salad,Side,46523
Duck,Meat,46523
Duckhorn Chardonnay,Wine,46523
Caesar Salad,Side,46532
Pork Tenderloin,Meat,46532
Cantina Pinot Bianco,Wine,46532
Roasted Root Veg,Side,46555
Pork Tenderloin,Meat,46555
Cantina Pinot Bianco,Wine,46555
Roasted Root Veg,Side,46557
Pork Tenderloin,Meat,46557
Cantina Pinot Bianco,Wine,46557
Roasted Root Veg,Side,46575
Pork Tenderloin,Meat,46575
Cantina Pinot Bianco,Wine,46575
Roasted Root Veg,Side,46596
Pork Tenderloin,Meat,46596
Cantina Pinot Bianco,Wine,46596
Roasted Root Veg,Side,46600
Filet Mignon,Meat,46600
Blackstone Merlot,Wine,46600
Roasted Root Veg,Side,46617
Pork Tenderloin,Meat,46617
Cantina Pinot Bianco,Wine,46617
Roasted Root Veg,Side,46636
Roast Chicken,Meat,46636
Duckhorn Chardonnay,Wine,46636
Roasted Root Veg,Side,46659
Pork Tenderloin,Meat,46659
Cantina Pinot Bianco,Wine,46659
Roasted Root Veg,Side,46668
Roast Chicken,Meat,46668
Blackstone Merlot,Wine,46668
Roasted Root Veg,Side,46683
Duck,Meat,46683
Duckhorn Chardonnay,Wine,46683
Roasted Root Veg,Side,46689
Filet Mignon,Meat,46689
Meiomi Pinot Noir,Wine,46689
Roasted Root Veg,Side,46692
Roast Chicken,Meat,46692
Duckhorn Chardonnay,Wine,46692
Roasted Root Veg,Side,46719
Filet Mignon,Meat,46719
Blackstone Merlot,Wine,46719
Roasted Root Veg,Side,46725
Pork Tenderloin,Meat,46725
Cantina Pinot Bianco,Wine,46725
Roasted Root Veg,Side,46735
Pork Tenderloin,Meat,46735
Cantina Pinot Bianco,Wine,46735
Baked Beans,Side,46755
Pork Tenderloin,Meat,46755
Cantina Pinot Bianco,Wine,46755
Baked Beans,Side,46757
Filet Mignon,Meat,46757
Blackstone Merlot,Wine,46757
Baked Beans,Side,46759
Duck,Meat,46759
Cantina Pinot Bianco,Wine,46759
Baked Beans,Side,46760
Pork Tenderloin,Meat,46760
Cantina Pinot Bianco,Wine,46760
Baked Beans,Side,46803
Duck,Meat,46803
Cantina Pinot Bianco,Wine,46803
Baked Beans,Side,46810
Duck,Meat,46810
Duckhorn Chardonnay,Wine,46810
Baked Beans,Side,46822
Roast Chicken,Meat,46822
Duckhorn Chardonnay,Wine,46822
Baked Beans,Side,46825
Pork Tenderloin,Meat,46825
Cantina Pinot Bianco,Wine,46825
Risotto,Side,46850
Pork Tenderloin,Meat,46850
Blackstone Merlot,Wine,46850
Risotto,Side,46855
Pork Tenderloin,Meat,46855
Cantina Pinot Bianco,Wine,46855
Risotto,Side,46857
Pork Tenderloin,Meat,46857
Cantina Pinot Bianco,Wine,46857
Risotto,Side,46858
Pork Tenderloin,Meat,46858
Cantina Pinot Bianco,Wine,46858
Risotto,Side,46862
Roast Chicken,Meat,46862
Duckhorn Chardonnay,Wine,46862
Risotto,Side,46879
Duck,Meat,46879
Duckhorn Chardonnay,Wine,46879
Risotto,Side,46910
Pork Tenderloin,Meat,46910
Cantina Pinot Bianco,Wine,46910
Risotto,Side,46915
Pork Tenderloin,Meat,46915
Cantina Pinot Bianco,Wine,46915
Risotto,Side,46933
Duck,Meat,46933
Duckhorn Chardonnay,Wine,46933
Risotto,Side,46937
Pork Tenderloin,Meat,46937
Cantina Pinot Bianco,Wine,46937
Steamed Seasonal Veg,Side,46956
Filet Mignon,Meat,46956
Blackstone Merlot,Wine,46956
Steamed Seasonal Veg,Side,46961
Duck,Meat,46961
Duckhorn Chardonnay,Wine,46961
Steamed Seasonal Veg,Side,46993
Pork Tenderloin,Meat,46993
Cantina Pinot Bianco,Wine,46993
Steamed Seasonal Veg,Side,47000
Roast Chicken,Meat,47000
Duckhorn Chardonnay,Wine,47000
Steamed Seasonal Veg,Side,47013
Pork Tenderloin,Meat,47013
Cantina Pinot Bianco,Wine,47013
Steamed Seasonal Veg,Side,47039
Pork Tenderloin,Meat,47039
Cantina Pinot Bianco,Wine,47039
Steamed Seasonal Veg,Side,47042
Pork Tenderloin,Meat,47042
Cantina Pinot Bianco,Wine,47042
Steamed Seasonal Veg,Side,47043
Roast Chicken,Meat,47043
Duckhorn Chardonnay,Wine,47043
Steamed Seasonal Veg,Side,47050
Pork Tenderloin,Meat,47050
Cantina Pinot Bianco,Wine,47050
Steamed Seasonal Veg,Side,47056
Pork Tenderloin,Meat,47056
Cantina Pinot Bianco,Wine,47056
Steamed Seasonal Veg,Side,47105
Duck,Meat,47105
Duckhorn Chardonnay,Wine,47105
Steamed Seasonal Veg,Side,47112
Roast Chicken,Meat,47112
Duckhorn Chardonnay,Wine,47112
Steamed Seasonal Veg,Side,47137
Pork Tenderloin,Meat,47137
Cantina Pinot Bianco,Wine,47137
Mashed Potatoes,Side,47155
Duck,Meat,47155
Blackstone Merlot,Wine,47155
Mashed Potatoes,Side,47157
Pork Tenderloin,Meat,47157
Cantina Pinot Bianco,Wine,47157
Mashed Potatoes,Side,47181
Duck,Meat,47181
Duckhorn Chardonnay,Wine,47181
Mashed Potatoes,Side,47190
Pork Tenderloin,Meat,47190
Cantina Pinot Bianco,Wine,47190
Mashed Potatoes,Side,47221
Roast Chicken,Meat,47221
Duckhorn Chardonnay,Wine,47221
Mashed Potatoes,Side,47242
Roast Chicken,Meat,47242
Duckhorn Chardonnay,Wine,47242
Mashed Potatoes,Side,47248
Pork Tenderloin,Meat,47248
Cantina Pinot Bianco,Wine,47248
Mashed Potatoes,Side,47249
Pork Tenderloin,Meat,47249
Cantina Pinot Bianco,Wine,47249
Mashed Potatoes,Side,47250
Duck,Meat,47250
Duckhorn Chardonnay,Wine,47250
Mashed Potatoes,Side,47254
Pork Tenderloin,Meat,47254
Cantina Pinot Bianco,Wine,47254
Caesar Salad,Side,47256
Pork Tenderloin,Meat,47256
Cantina Pinot Bianco,Wine,47256
Caesar Salad,Side,47267
Duck,Meat,47267
Duckhorn Chardonnay,Wine,47267
Caesar Salad,Side,47282
Pork Tenderloin,Meat,47282
Blackstone Merlot,Wine,47282
Caesar Salad,Side,47283
Pork Tenderloin,Meat,47283
Cantina Pinot Bianco,Wine,47283
Caesar Salad,Side,47288
Filet Mignon,Meat,47288
Blackstone Merlot,Wine,47288
Caesar Salad,Side,47292
Pork Tenderloin,Meat,47292
Cantina Pinot Bianco,Wine,47292
Caesar Salad,Side,47304
Pork Tenderloin,Meat,47304
Cantina Pinot Bianco,Wine,47304
Caesar Salad,Side,47323
Pork Tenderloin,Meat,47323
Cantina Pinot Bianco,Wine,47323
Caesar Salad,Side,47342
Pork Tenderloin,Meat,47342
Cantina Pinot Bianco,Wine,47342
Caesar Salad,Side,47343
Pork Tenderloin,Meat,47343
Cantina Pinot Bianco,Wine,47343
Caesar Salad,Side,47345
Pork Tenderloin,Meat,47345
Cantina Pinot Bianco,Wine,47345
Roasted Root Veg,Side,47367
Duck,Meat,47367
Duckhorn Chardonnay,Wine,47367
Roasted Root Veg,Side,47369
Duck,Meat,47369
Duckhorn Chardonnay,Wine,47369
Roasted Root Veg,Side,47380
Filet Mignon,Meat,47380
Blackstone Merlot,Wine,47380
Roasted Root Veg,Side,47406
Pork Tenderloin,Meat,47406
Cantina Pinot Bianco,Wine,47406
Roasted Root Veg,Side,47419
Roast Chicken,Meat,47419
Duckhorn Chardonnay,Wine,47419
Roasted Root Veg,Side,47421
Filet Mignon,Meat,47421
Blackstone Merlot,Wine,47421
Roasted Root Veg,Side,47452
Pork Tenderloin,Meat,47452
Cantina Pinot Bianco,Wine,47452
Roasted Root Veg,Side,47460
Roast Chicken,Meat,47460
Duckhorn Chardonnay,Wine,47460
Roasted Root Veg,Side,47475
Duck,Meat,47475
Duckhorn Chardonnay,Wine,47475
Roasted Root Veg,Side,47475
Pork Tenderloin,Meat,47475
Duckhorn Chardonnay,Wine,47475
Roasted Root Veg,Side,47490
Pork Tenderloin,Meat,47490
Cantina Pinot Bianco,Wine,47490
Roasted Root Veg,Side,47492
Pork Tenderloin,Meat,47492
Cantina Pinot Bianco,Wine,47492
Roasted Root Veg,Side,47492
Roast Chicken,Meat,47492
Cantina Pinot Bianco,Wine,47492
Roasted Root Veg,Side,47496
Duck,Meat,47496
Duckhorn Chardonnay,Wine,47496
Roasted Root Veg,Side,47498
Pork Tenderloin,Meat,47498
Cantina Pinot Bianco,Wine,47498
Roasted Root Veg,Side,47503
Duck,Meat,47503
Duckhorn Chardonnay,Wine,47503
Roasted Root Veg,Side,47510
Roast Chicken,Meat,47510
Duckhorn Chardonnay,Wine,47510
Roasted Root Veg,Side,47510
Pork Tenderloin,Meat,47510
Cantina Pinot Bianco,Wine,47510
Roasted Root Veg,Side,47531
Pork Tenderloin,Meat,47531
Cantina Pinot Bianco,Wine,47531
Roasted Root Veg,Side,47551
Roast Chicken,Meat,47551
Blackstone Merlot,Wine,47551
Baked Beans,Side,47563
Roast Chicken,Meat,47563
Duckhorn Chardonnay,Wine,47563
Baked Beans,Side,47578
Roast Chicken,Meat,47578
Duckhorn Chardonnay,Wine,47578
Baked Beans,Side,47579
Pork Tenderloin,Meat,47579
Cantina Pinot Bianco,Wine,47579
Baked Beans,Side,47585
Duck,Meat,47585
Meiomi Pinot Noir,Wine,47585
Baked Beans,Side,47587
Filet Mignon,Meat,47587
Blackstone Merlot,Wine,47587
Baked Beans,Side,47589
Roast Chicken,Meat,47589
Duckhorn Chardonnay,Wine,47589
Baked Beans,Side,47589
Pork Tenderloin,Meat,47589
Cantina Pinot Bianco,Wine,47589
Baked Beans,Side,47589
Pork Tenderloin,Meat,47589
Cantina Pinot Bianco,Wine,47589
Baked Beans,Side,47600
Pork Tenderloin,Meat,47600
Cantina Pinot Bianco,Wine,47600
Baked Beans,Side,47614
Pork Tenderloin,Meat,47614
Cantina Pinot Bianco,Wine,47614
Baked Beans,Side,47618
Duck,Meat,47618
Duckhorn Chardonnay,Wine,47618
Baked Beans,Side,47618
Roast Chicken,Meat,47618
Meiomi Pinot Noir,Wine,47618
Baked Beans,Side,47623
Duck,Meat,47623
Duckhorn Chardonnay,Wine,47623
Baked Beans,Side,47656
Pork Tenderloin,Meat,47656
Cantina Pinot Bianco,Wine,47656
Baked Beans,Side,47662
Pork Tenderloin,Meat,47662
Cantina Pinot Bianco,Wine,47662
Risotto,Side,47664
Pork Tenderloin,Meat,47664
Cantina Pinot Bianco,Wine,47664
Risotto,Side,47676
Filet Mignon,Meat,47676
Duckhorn Chardonnay,Wine,47676
Risotto,Side,47686
Pork Tenderloin,Meat,47686
Cantina Pinot Bianco,Wine,47686
Risotto,Side,47687
Pork Tenderloin,Meat,47687
Cantina Pinot Bianco,Wine,47687
Risotto,Side,47693
Pork Tenderloin,Meat,47693
Cantina Pinot Bianco,Wine,47693
Risotto,Side,47694
Duck,Meat,47694
Duckhorn Chardonnay,Wine,47694
Risotto,Side,47714
Pork Tenderloin,Meat,47714
Cantina Pinot Bianco,Wine,47714
Risotto,Side,47731
Duck,Meat,47731
Duckhorn Chardonnay,Wine,47731
Risotto,Side,47731
Roast Chicken,Meat,47731
Blackstone Merlot,Wine,47731
Risotto,Side,47735
Filet Mignon,Meat,47735
Blackstone Merlot,Wine,47735
Risotto,Side,47738
Pork Tenderloin,Meat,47738
Cantina Pinot Bianco,Wine,47738
Risotto,Side,47746
Duck,Meat,47746
Duckhorn Chardonnay,Wine,47746
Risotto,Side,47762
Roast Chicken,Meat,47762
Duckhorn Chardonnay,Wine,47762
Steamed Seasonal Veg,Side,47772
Pork Tenderloin,Meat,47772
Cantina Pinot Bianco,Wine,47772
Steamed Seasonal Veg,Side,47784
Roast Chicken,Meat,47784
Blackstone Merlot,Wine,47784
Steamed Seasonal Veg,Side,47785
Pork Tenderloin,Meat,47785
Cantina Pinot Bianco,Wine,47785
Steamed Seasonal Veg,Side,47788
Filet Mignon,Meat,47788
Blackstone Merlot,Wine,47788
Steamed Seasonal Veg,Side,47797
Pork Tenderloin,Meat,47797
Cantina Pinot Bianco,Wine,47797
Steamed Seasonal Veg,Side,47820
Pork Tenderloin,Meat,47820
Cantina Pinot Bianco,Wine,47820
Steamed Seasonal Veg,Side,47831
Duck,Meat,47831
